application_id,decision,decided_at,reason
APP-201928,Одобрено,2025-01-24 15:45:19,Одобрено
APP-201929,Одобрено,2025-02-17 15:55:43,Одобрено
APP-201930,Одобрено,2025-02-20 06:55:54,Одобрено
APP-201931,Одобрено,2025-06-22 01:19:39,Одобрено
APP-201932,Одобрено,2025-02-13 12:38:08,Одобрено
APP-201933,Одобрено,2025-05-04 08:01:58,Одобрено
APP-201934,Отказ,2025-02-28 14:52:01,Клиент отозвал заявку
APP-201935,Отказ,2025-04-05 19:26:16,Скоринговый балл ниже порога
APP-201936,Одобрено,2025-07-12 09:02:18,Одобрено
APP-201937,Одобрено,2025-03-07 05:17:15,Одобрено
APP-201938,Одобрено,2025-07-24 03:49:00,Одобрено
APP-201939,Одобрено,2025-06-06 04:40:07,Одобрено
APP-201940,Одобрено,2025-07-03 06:32:23,Одобрено
APP-201941,Одобрено,2025-05-05 04:55:00,Одобрено
APP-201942,Одобрено,2025-07-05 12:09:39,Одобрено
APP-201943,Одобрено,2025-06-27 14:49:38,Одобрено
APP-201944,Одобрено,2025-04-15 16:19:37,Одобрено
APP-201945,Одобрено,2025-01-25 18:28:54,Одобрено
APP-201946,Одобрено,2025-06-12 10:41:52,Одобрено
APP-201947,Одобрено,2025-04-19 17:15:22,Одобрено
APP-201948,Одобрено,2025-04-21 09:36:57,Одобрено
APP-201949,Отказ,2025-06-26 16:50:35,Скоринговый балл ниже порога
APP-201950,Отказ,2025-06-17 00:38:43,Скоринговый балл ниже порога
APP-201951,Одобрено,2025-06-08 07:21:13,Одобрено
APP-201952,Одобрено,2025-01-28 19:33:31,Одобрено
APP-201953,Отказ,2025-06-21 12:20:35,Скоринговый балл ниже порога
APP-201954,Отказ,2025-03-25 12:28:57,Клиент не явился за средствами
APP-201955,Отказ,2025-01-10 10:48:47,Скоринговый балл ниже порога
APP-201956,Одобрено,2025-04-02 13:30:11,Одобрено
APP-201957,Отказ,2025-08-06 02:18:55,Высокая долговая нагрузка
APP-201958,Отказ,2025-02-05 18:18:29,Неполный пакет документов
APP-201959,Одобрено,2025-05-24 04:59:41,Одобрено
APP-201960,Одобрено,2025-02-02 08:40:04,Одобрено
APP-201961,Одобрено,2025-05-21 13:52:35,Одобрено
APP-201962,Отказ,2025-03-18 03:59:22,Высокая долговая нагрузка
APP-201963,Одобрено,2025-01-09 16:37:01,Одобрено
APP-201964,Отказ,2025-06-12 08:24:20,Высокая долговая нагрузка
APP-201965,Отказ,2025-06-05 00:09:29,Высокая долговая нагрузка
APP-201966,Одобрено,2025-03-06 13:31:17,TEST
APP-201967,Отказ,2025-01-09 21:57:57,Скоринговый балл ниже порога
APP-201968,Одобрено,2025-05-28 06:10:15,Одобрено
APP-201969,Одобрено,2025-04-13 16:04:39,Одобрено
APP-201970,Отказ,2025-08-02 11:11:50,Высокая долговая нагрузка
APP-201971,Одобрено,2025-04-18 20:59:56,Одобрено
APP-201972,Одобрено,2025-04-06 10:41:23,Одобрено
APP-201973,Одобрено,2025-01-28 07:04:48,TEST
APP-201974,Одобрено,2025-07-19 08:01:20,Одобрено
APP-201975,Одобрено,2025-05-15 12:18:38,Одобрено
APP-201976,Одобрено,2025-07-14 05:50:18,Одобрено
APP-201977,Отказ,2025-04-23 21:58:15,Клиент не явился за средствами
APP-201978,Отказ,2025-06-30 22:31:23,Скоринговый балл ниже порога
APP-201979,Отказ,2025-07-28 00:42:45,Клиент отозвал заявку
APP-201980,Одобрено,2025-07-02 05:22:27,Одобрено
APP-201981,Отказ,2025-03-11 19:59:40,Скоринговый балл ниже порога
APP-201982,Одобрено,2025-07-02 18:57:02,Одобрено
APP-201983,Отказ,2025-04-10 21:30:59,Скоринговый балл ниже порога
APP-201984,Отказ,2025-02-12 13:13:02,Скоринговый балл ниже порога
APP-201985,Отказ,2025-04-28 14:18:46,Скоринговый балл ниже порога
APP-201986,Одобрено,2025-07-09 22:41:27,Одобрено
APP-201987,Одобрено,2025-08-01 08:43:22,Одобрено
APP-201988,Отказ,2025-03-23 11:42:12,Скоринговый балл ниже порога
APP-201989,Одобрено,2025-06-19 17:51:49,Одобрено
APP-201990,Одобрено,2025-04-24 02:39:59,Одобрено
APP-201991,Отказ,2025-03-19 16:43:17,Скоринговый балл ниже порога
APP-201992,Одобрено,2025-03-10 18:49:29,Одобрено
APP-201993,Отказ,2025-05-25 03:45:42,Скоринговый балл ниже порога
APP-201994,Одобрено,2025-07-19 08:19:35,Одобрено
APP-201995,Одобрено,2025-05-24 20:03:28,TEST
APP-201996,Одобрено,2025-01-14 00:22:09,Одобрено
APP-201997,Отказ,2025-02-03 22:20:11,Скоринговый балл ниже порога
APP-201998,Одобрено,2025-02-06 22:04:09,Одобрено
APP-201999,Отказ,2025-01-29 23:58:40,Скоринговый балл ниже порога
APP-202000,Одобрено,2025-01-09 07:23:04,Одобрено
APP-202001,Одобрено,2025-07-12 01:33:45,Одобрено
APP-202002,Отказ,2025-02-13 16:36:44,Клиент не явился за средствами
APP-202003,Одобрено,2025-06-04 22:24:26,Одобрено
APP-202004,Одобрено,2025-05-24 18:40:54,Одобрено
APP-202005,Отказ,2025-07-30 22:23:08,Скоринговый балл ниже порога
APP-202006,Одобрено,2025-02-07 17:37:24,Одобрено
APP-202007,Отказ,2025-06-13 21:22:33,Скоринговый балл ниже порога
APP-202008,Одобрено,2025-02-03 10:32:42,Одобрено
APP-202009,Одобрено,2025-07-02 05:15:15,Одобрено
APP-202010,Одобрено,2025-07-25 22:22:58,Одобрено
APP-202011,Отказ,2025-07-24 11:38:37,Неполный пакет документов
APP-202012,Отказ,2025-03-05 21:55:15,Высокая долговая нагрузка
APP-202013,Отказ,2025-02-25 17:18:41,Высокая долговая нагрузка
APP-202014,Одобрено,2025-08-04 18:32:25,Одобрено
APP-202015,Одобрено,2025-04-04 11:05:53,Одобрено
APP-202016,Одобрено,2025-04-08 11:04:14,Одобрено
APP-202017,Отказ,2025-07-07 19:38:48,Высокая долговая нагрузка
APP-202018,Одобрено,2025-05-17 15:08:48,Одобрено
APP-202019,Одобрено,2025-05-02 07:41:18,Одобрено
APP-202020,Отказ,2025-02-12 23:06:39,Клиент не явился за средствами
APP-202021,Отказ,2025-01-11 21:09:46,Скоринговый балл ниже порога
APP-202022,Отказ,2025-04-29 16:32:56,Скоринговый балл ниже порога
APP-202023,Отказ,2025-06-15 14:39:55,Клиент не явился за средствами
APP-202024,Отказ,2025-08-08 21:43:02,Клиент отозвал заявку
APP-202025,Отказ,2025-03-18 15:47:51,Скоринговый балл ниже порога
APP-202026,Одобрено,2025-07-13 16:27:09,Одобрено
APP-202027,Одобрено,2025-03-12 17:31:49,Одобрено
APP-202029,Одобрено,2025-07-27 05:56:49,Одобрено
APP-202030,Одобрено,2025-06-24 05:37:06,Одобрено
APP-202031,Одобрено,2025-04-14 01:55:46,Одобрено
APP-202032,Отказ,2025-02-19 05:05:26,Клиент отозвал заявку
APP-202033,Отказ,2025-04-25 00:06:41,Клиент отозвал заявку
APP-202034,Отказ,2025-04-12 09:40:21,Высокая долговая нагрузка
APP-202035,Одобрено,2025-07-30 18:30:40,Одобрено
APP-202036,Одобрено,2025-03-26 10:55:33,Одобрено
APP-202037,Отказ,2025-04-13 13:20:32,Клиент не явился за средствами
APP-202038,Отказ,2025-03-15 08:48:24,Клиент отозвал заявку
APP-202039,Отказ,2025-07-06 14:59:56,Скоринговый балл ниже порога
APP-202040,Отказ,2025-04-07 17:01:56,Высокая долговая нагрузка
APP-202041,Отказ,2025-08-07 23:36:58,Клиент не явился за средствами
APP-202042,Одобрено,2025-05-14 17:32:44,Одобрено
APP-202043,Отказ,2025-02-25 05:31:09,Высокая долговая нагрузка
APP-202044,Отказ,2025-04-27 10:56:45,Клиент не явился за средствами
APP-202045,Одобрено,2025-02-26 08:10:10,Одобрено
APP-202046,Одобрено,2025-02-13 21:33:04,TEST
APP-202047,Одобрено,2025-06-03 06:31:05,Одобрено
APP-202048,Отказ,2025-03-05 15:57:00,Скоринговый балл ниже порога
APP-202049,Отказ,2025-03-19 23:22:02,Скоринговый балл ниже порога
APP-202050,Одобрено,2025-05-22 07:02:39,Одобрено
APP-202051,Одобрено,2025-02-20 18:33:06,Одобрено
APP-202052,Одобрено,2025-02-26 02:48:34,Одобрено
APP-202053,Отказ,2025-07-24 14:25:57,Скоринговый балл ниже порога
APP-202054,Одобрено,2025-04-25 10:27:25,Одобрено
APP-202055,Одобрено,2025-03-11 20:03:28,Одобрено
APP-202056,Одобрено,2025-04-18 06:04:31,Одобрено
APP-202057,Одобрено,2025-03-01 21:56:43,Одобрено
APP-202058,Отказ,2025-04-13 15:34:20,Клиент отозвал заявку
APP-202059,Одобрено,2025-01-10 09:44:19,Одобрено
APP-202060,Отказ,2025-03-17 19:15:03,Высокая долговая нагрузка
APP-202061,Одобрено,2025-07-19 02:39:18,Одобрено
APP-202062,Одобрено,2025-05-28 18:39:33,Одобрено
APP-202063,Одобрено,2025-04-13 04:20:07,Одобрено
APP-202064,Одобрено,2025-07-28 04:37:35,Одобрено
APP-202065,Одобрено,2025-01-11 12:50:26,Одобрено
APP-202066,Отказ,2025-04-28 22:36:06,Высокая долговая нагрузка
APP-202067,Одобрено,2025-01-14 21:36:37,Одобрено
APP-202068,Одобрено,2025-06-30 16:22:25,Одобрено
APP-202069,Одобрено,2025-02-22 23:35:01,Одобрено
APP-202070,Одобрено,2025-05-21 18:45:39,Одобрено
APP-202071,Отказ,2025-06-06 16:05:50,Скоринговый балл ниже порога
APP-202072,Отказ,2025-06-29 17:15:16,Неполный пакет документов
APP-202073,Отказ,2025-01-26 00:43:47,Скоринговый балл ниже порога
APP-202074,Отказ,2025-02-26 00:42:21,Скоринговый балл ниже порога
APP-202075,Отказ,2025-03-15 14:52:44,Скоринговый балл ниже порога
APP-202076,Отказ,2025-06-21 17:09:23,Скоринговый балл ниже порога
APP-202077,Отказ,2025-05-11 17:48:00,Скоринговый балл ниже порога
APP-202078,Отказ,2025-06-15 15:23:12,Высокая долговая нагрузка
APP-202079,Отказ,2025-07-01 14:23:02,Скоринговый балл ниже порога
APP-202080,Отказ,2025-07-08 20:01:44,Скоринговый балл ниже порога
APP-202081,Одобрено,2025-05-26 21:25:36,Одобрено
APP-202082,Одобрено,2025-05-04 15:54:21,Одобрено
APP-202083,Отказ,2025-06-26 12:29:54,Высокая долговая нагрузка
APP-202084,Отказ,2025-05-29 15:18:35,Скоринговый балл ниже порога
APP-202085,Одобрено,2025-04-10 07:02:48,Одобрено
APP-202086,Одобрено,2025-02-03 03:18:39,Одобрено
APP-202087,Одобрено,2025-06-15 13:23:08,Одобрено
APP-202088,Отказ,2025-06-09 19:54:45,Скоринговый балл ниже порога
APP-202089,Отказ,2025-07-21 21:58:43,Скоринговый балл ниже порога
APP-202090,Одобрено,2025-03-28 23:16:38,Одобрено
APP-202091,Одобрено,2025-07-13 12:26:22,Одобрено
APP-202092,Отказ,2025-04-27 09:20:07,Клиент не явился за средствами
APP-202093,Отказ,2025-06-16 16:30:56,Скоринговый балл ниже порога
APP-202094,Одобрено,2025-01-23 01:06:39,Одобрено
APP-202095,Одобрено,2025-06-17 21:43:18,Одобрено
APP-202096,Одобрено,2025-06-01 11:27:00,Одобрено
APP-202097,Одобрено,2025-06-27 16:10:32,Одобрено
APP-202098,Одобрено,2025-03-03 16:31:34,Одобрено
APP-202099,Отказ,2025-05-10 01:19:02,Клиент отозвал заявку
APP-202100,Одобрено,2025-06-08 15:45:51,Одобрено
APP-202101,Отказ,2025-03-23 14:52:11,Скоринговый балл ниже порога
APP-202102,Отказ,2025-01-19 12:21:47,Скоринговый балл ниже порога
APP-202103,Отказ,2025-07-19 08:49:09,Клиент не явился за средствами
APP-202104,Отказ,2025-06-14 19:11:11,Скоринговый балл ниже порога
APP-202105,Отказ,2025-05-18 18:08:59,Неполный пакет документов
APP-202106,Отказ,2025-04-18 10:39:28,Высокая долговая нагрузка
APP-202107,Отказ,2025-01-18 22:22:21,Клиент отозвал заявку
APP-202108,Одобрено,2025-02-06 16:55:32,Одобрено
APP-202109,Отказ,2025-01-11 18:31:05,Неполный пакет документов
APP-202110,Одобрено,2025-03-04 16:11:25,Одобрено
APP-202111,Одобрено,2025-03-01 13:04:55,Одобрено
APP-202112,Одобрено,2025-06-10 11:20:52,Одобрено
APP-202113,Отказ,2025-05-11 07:31:05,Клиент не явился за средствами
APP-202114,Отказ,2025-02-03 11:37:38,Клиент отозвал заявку
APP-202115,Отказ,2025-07-25 03:04:59,Клиент не явился за средствами
APP-202116,Отказ,2025-04-30 12:39:13,Скоринговый балл ниже порога
APP-202117,Отказ,2025-06-08 00:19:29,Скоринговый балл ниже порога
APP-202118,Отказ,2025-03-24 21:33:45,Неполный пакет документов
APP-202119,Отказ,2025-02-25 20:06:44,Скоринговый балл ниже порога
APP-202120,Отказ,2025-06-17 20:11:11,Скоринговый балл ниже порога
APP-202121,Одобрено,2025-05-29 11:36:56,Одобрено
APP-202122,Отказ,2025-06-20 16:52:03,Скоринговый балл ниже порога
APP-202123,Одобрено,2025-03-12 05:33:14,TEST
APP-202124,Отказ,2025-07-24 13:10:36,Высокая долговая нагрузка
APP-202125,Отказ,2025-04-22 20:52:44,Скоринговый балл ниже порога
APP-202126,Одобрено,2025-05-07 11:35:51,Одобрено
APP-202127,Одобрено,2025-06-04 18:59:12,Одобрено
APP-202128,Отказ,2025-07-30 04:46:11,Высокая долговая нагрузка
APP-202129,Отказ,2025-02-02 03:32:19,Высокая долговая нагрузка
APP-202130,Одобрено,2025-04-09 03:22:40,Одобрено
APP-202131,Отказ,2025-07-11 08:24:09,Высокая долговая нагрузка
APP-202132,Одобрено,2025-04-22 08:26:59,Одобрено
APP-202133,Одобрено,2025-02-19 08:20:12,Одобрено
APP-202134,Отказ,2025-04-27 17:21:17,Клиент отозвал заявку
APP-202135,Одобрено,2025-05-19 09:06:04,Одобрено
APP-202136,Отказ,2025-03-23 21:33:19,Неполный пакет документов
APP-202137,Отказ,2025-06-03 17:51:47,Клиент не явился за средствами
APP-202138,Одобрено,2025-01-10 00:41:34,Одобрено
APP-202139,Отказ,2025-05-29 09:52:26,Клиент отозвал заявку
APP-202140,Одобрено,2025-01-08 16:37:49,Одобрено
APP-202141,Одобрено,2025-03-18 20:22:48,Одобрено
APP-202143,Отказ,2025-05-28 04:42:47,Высокая долговая нагрузка
APP-202144,Одобрено,2025-04-19 17:11:05,Одобрено
APP-202145,Одобрено,2025-05-16 05:09:43,Одобрено
APP-202146,Одобрено,2025-07-20 13:59:48,Одобрено
APP-202147,Отказ,2025-04-23 15:09:44,Высокая долговая нагрузка
APP-202148,Одобрено,2025-04-30 17:17:06,Одобрено
APP-202149,Отказ,2025-06-16 22:31:57,Скоринговый балл ниже порога
APP-202150,Отказ,2025-04-29 02:15:56,Клиент не явился за средствами
APP-202151,Одобрено,2025-03-26 09:19:31,Одобрено
APP-202152,Отказ,2025-03-01 14:10:22,Неполный пакет документов
APP-202153,Одобрено,2025-01-20 20:58:09,Одобрено
APP-202154,Одобрено,2025-06-24 04:58:07,Одобрено
APP-202155,Отказ,2025-04-01 19:02:10,Клиент отозвал заявку
APP-202156,Отказ,2025-06-14 06:20:16,Высокая долговая нагрузка
APP-202157,Отказ,2025-06-12 12:07:27,Высокая долговая нагрузка
APP-202158,Отказ,2025-04-03 09:52:27,Неполный пакет документов
APP-202159,Отказ,2025-07-05 08:54:25,Высокая долговая нагрузка
APP-202160,Одобрено,2025-01-11 03:40:56,Одобрено
APP-202161,Одобрено,2025-04-26 06:31:36,Одобрено
APP-202162,Отказ,2025-04-18 04:45:02,Клиент не явился за средствами
APP-202163,Отказ,2025-01-07 17:39:06,Скоринговый балл ниже порога
APP-202164,Одобрено,2025-06-14 04:14:20,Одобрено
APP-202165,Одобрено,2025-02-03 19:12:24,Одобрено
APP-202166,Отказ,2025-06-17 03:37:26,Высокая долговая нагрузка
APP-202167,Одобрено,2025-07-08 07:41:55,Одобрено
APP-202168,Отказ,2025-01-31 20:22:44,Клиент не явился за средствами
APP-202169,Одобрено,2025-04-13 21:58:58,TEST
APP-202170,Отказ,2025-04-19 17:14:37,Клиент не явился за средствами
APP-202171,Одобрено,2025-06-07 08:53:36,TEST
APP-202172,Одобрено,2025-04-26 13:48:16,Одобрено
APP-202173,Отказ,2025-04-06 14:48:37,Скоринговый балл ниже порога
APP-202174,Отказ,2025-02-03 15:01:02,Скоринговый балл ниже порога
APP-202175,Отказ,2025-04-14 05:31:58,Клиент отозвал заявку
APP-202176,Отказ,2025-06-14 17:38:09,Скоринговый балл ниже порога
APP-202177,Отказ,2025-07-08 04:24:30,Высокая долговая нагрузка
APP-202178,Одобрено,2025-01-23 09:11:16,Одобрено
APP-202179,Отказ,2025-08-02 18:25:12,Скоринговый балл ниже порога
APP-202180,Отказ,2025-03-30 15:14:48,Неполный пакет документов
APP-202181,Одобрено,2025-03-20 02:09:51,Одобрено
APP-202182,Отказ,2025-07-30 08:12:05,Высокая долговая нагрузка
APP-202183,Отказ,2025-02-14 11:23:11,Высокая долговая нагрузка
APP-202184,Одобрено,2025-03-13 12:49:09,Одобрено
APP-202185,Одобрено,2025-03-07 21:59:43,Одобрено
APP-202186,Одобрено,2025-01-25 06:35:39,Одобрено
APP-202187,Одобрено,2025-06-26 07:53:00,Одобрено
APP-202188,Одобрено,2025-03-11 18:16:14,Одобрено
APP-202189,Одобрено,2025-04-13 02:42:00,Одобрено
APP-202190,Одобрено,2025-05-03 06:25:12,Одобрено
APP-202191,Отказ,2025-05-11 16:37:36,Высокая долговая нагрузка
APP-202192,Одобрено,2025-02-25 05:00:42,Одобрено
APP-202193,Одобрено,2025-07-14 16:57:49,Одобрено
APP-202194,Отказ,2025-02-08 22:48:44,Скоринговый балл ниже порога
APP-202195,Одобрено,2025-07-14 13:26:25,Одобрено
APP-202196,Отказ,2025-03-22 17:10:53,Скоринговый балл ниже порога
APP-202197,Отказ,2025-06-22 12:01:41,Скоринговый балл ниже порога
APP-202198,Отказ,2025-07-22 14:44:53,Клиент не явился за средствами
APP-202199,Отказ,2025-08-03 08:17:06,Высокая долговая нагрузка
APP-202200,Отказ,2025-01-24 19:13:08,Клиент отозвал заявку
APP-202201,Отказ,2025-04-06 19:03:00,Высокая долговая нагрузка
APP-202202,Одобрено,2025-03-21 01:14:11,Одобрено
APP-202203,Отказ,2025-03-12 21:58:04,Скоринговый балл ниже порога
APP-202204,Отказ,2025-02-02 19:23:20,Клиент отозвал заявку
APP-202205,Одобрено,2025-06-04 04:42:09,Одобрено
APP-202206,Одобрено,2025-07-16 15:44:01,Одобрено
APP-202207,Одобрено,2025-07-22 03:45:58,Одобрено
APP-202208,Одобрено,2025-03-10 01:16:22,Одобрено
APP-202209,Одобрено,2025-05-20 22:24:41,Одобрено
APP-202210,Отказ,2025-07-23 12:53:33,Неполный пакет документов
APP-202211,Одобрено,2025-04-10 04:02:21,Одобрено
APP-202212,Отказ,2025-06-19 02:29:06,Клиент не явился за средствами
APP-202213,Одобрено,2025-03-28 23:33:47,Одобрено
APP-202214,Одобрено,2025-06-25 15:24:49,Одобрено
APP-202215,Отказ,2025-04-12 22:23:14,Скоринговый балл ниже порога
APP-202216,Отказ,2025-05-20 17:52:04,Скоринговый балл ниже порога
APP-202217,Одобрено,2025-06-19 00:33:20,Одобрено
APP-202218,Одобрено,2025-04-30 18:48:09,Одобрено
APP-202219,Отказ,2025-04-09 12:24:22,Неполный пакет документов
APP-202220,Одобрено,2025-07-09 00:32:25,Одобрено
APP-202221,Отказ,2025-02-21 04:14:01,Клиент отозвал заявку
APP-202223,Одобрено,2025-01-11 00:04:02,Одобрено
APP-202225,Отказ,2025-02-22 07:32:06,Клиент отозвал заявку
APP-202226,Одобрено,2025-04-22 12:32:58,Одобрено
APP-202227,Отказ,2025-07-13 22:58:59,Скоринговый балл ниже порога
APP-202228,Отказ,2025-02-21 21:44:16,Клиент не явился за средствами
APP-202229,Отказ,2025-03-27 01:49:11,Клиент отозвал заявку
APP-202230,Одобрено,2025-04-20 16:54:09,Одобрено
APP-202231,Отказ,2025-02-04 05:45:26,Высокая долговая нагрузка
APP-202232,Отказ,2025-04-05 22:04:36,Высокая долговая нагрузка
APP-202233,Отказ,2025-04-05 14:36:40,Клиент не явился за средствами
APP-202234,Одобрено,2025-07-17 01:17:22,Одобрено
APP-202235,Одобрено,2025-05-15 13:52:34,Одобрено
APP-202236,Одобрено,2025-05-22 20:39:34,Одобрено
APP-202237,Отказ,2025-03-09 18:30:32,Высокая долговая нагрузка
APP-202238,Одобрено,2025-07-07 18:10:36,Одобрено
APP-202240,Отказ,2025-04-25 04:19:04,Скоринговый балл ниже порога
APP-202241,Отказ,2025-05-27 20:23:14,Скоринговый балл ниже порога
APP-202242,Одобрено,2025-07-14 14:47:49,Одобрено
APP-202243,Отказ,2025-02-24 05:03:08,Высокая долговая нагрузка
APP-202244,Одобрено,2025-05-08 19:40:38,Одобрено
APP-202245,Отказ,2025-06-20 13:07:12,Высокая долговая нагрузка
APP-202246,Одобрено,2025-03-05 05:55:28,Одобрено
APP-202247,Отказ,2025-04-30 18:13:24,Клиент не явился за средствами
APP-202248,Отказ,2025-03-07 16:55:05,Скоринговый балл ниже порога
APP-202249,Одобрено,2025-04-01 01:55:04,Одобрено
APP-202250,Отказ,2025-03-15 19:30:29,Клиент не явился за средствами
APP-202251,Отказ,2025-03-10 02:28:30,Клиент не явился за средствами
APP-202252,Одобрено,2025-02-25 02:33:40,Одобрено
APP-202253,Отказ,2025-01-10 13:02:58,Высокая долговая нагрузка
APP-202254,Отказ,2025-02-24 20:38:54,Скоринговый балл ниже порога
APP-202255,Одобрено,2025-05-12 08:48:36,Одобрено
APP-202256,Отказ,2025-05-28 19:28:50,Скоринговый балл ниже порога
APP-202257,Одобрено,2025-06-30 07:37:28,Одобрено
APP-202258,Отказ,2025-01-09 22:49:12,Скоринговый балл ниже порога
APP-202259,Одобрено,2025-05-11 12:21:51,Одобрено
APP-202260,Одобрено,2025-05-15 09:09:40,Одобрено
APP-202261,Отказ,2025-04-02 08:55:12,Высокая долговая нагрузка
APP-202262,Отказ,2025-06-21 12:53:54,Клиент не явился за средствами
APP-202263,Одобрено,2025-02-20 16:16:07,Одобрено
APP-202264,Отказ,2025-07-23 15:10:19,Скоринговый балл ниже порога
APP-202265,Отказ,2025-01-24 13:09:40,Скоринговый балл ниже порога
APP-202266,Одобрено,2025-06-11 00:24:16,Одобрено
APP-202267,Отказ,2025-02-22 17:13:54,Скоринговый балл ниже порога
APP-202268,Одобрено,2025-07-15 09:32:09,Одобрено
APP-202269,Одобрено,2025-06-11 21:08:54,Одобрено
APP-202270,Отказ,2025-05-26 21:41:31,Высокая долговая нагрузка
APP-202271,Одобрено,2025-07-02 05:05:01,Одобрено
APP-202272,Одобрено,2025-07-16 05:14:21,Одобрено
APP-202273,Одобрено,2025-04-07 03:21:04,Одобрено
APP-202274,Одобрено,2025-01-11 07:10:29,Одобрено
APP-202275,Отказ,2025-01-06 20:26:51,Скоринговый балл ниже порога
APP-202276,Отказ,2025-03-15 01:05:08,Клиент не явился за средствами
APP-202277,Отказ,2025-06-08 18:59:18,Скоринговый балл ниже порога
APP-202278,Отказ,2025-01-13 20:26:37,Клиент отозвал заявку
APP-202279,Одобрено,2025-03-27 00:33:29,Одобрено
APP-202280,Отказ,2025-06-22 16:46:37,Высокая долговая нагрузка
APP-202281,Отказ,2025-02-04 18:02:13,Высокая долговая нагрузка
APP-202282,Одобрено,2025-03-15 08:47:36,Одобрено
APP-202283,Отказ,2025-04-10 07:19:50,Клиент отозвал заявку
APP-202284,Одобрено,2025-06-20 02:29:49,Одобрено
APP-202285,Одобрено,2025-05-26 03:54:56,Одобрено
APP-202286,Одобрено,2025-06-22 05:07:49,Одобрено
APP-202287,Одобрено,2025-05-15 15:50:27,Одобрено
APP-202288,Отказ,2025-06-06 20:43:19,Скоринговый балл ниже порога
APP-202289,Одобрено,2025-02-18 05:49:55,Одобрено
APP-202290,Одобрено,2025-01-09 05:27:11,Одобрено
APP-202291,Отказ,2025-02-21 00:19:37,Высокая долговая нагрузка
APP-202292,Отказ,2025-05-14 22:39:16,Скоринговый балл ниже порога
APP-202293,Одобрено,2025-04-25 17:47:01,Одобрено
APP-202294,Отказ,2025-03-13 06:06:53,Клиент отозвал заявку
APP-202295,Отказ,2025-03-25 17:28:54,Высокая долговая нагрузка
APP-202296,Отказ,2025-06-27 16:20:41,Скоринговый балл ниже порога
APP-202297,Одобрено,2025-07-12 08:00:08,Одобрено
APP-202298,Одобрено,2025-05-09 11:56:56,Одобрено
APP-202299,Одобрено,2025-02-01 05:15:26,TEST
APP-202300,Одобрено,2025-03-20 06:49:01,Одобрено
APP-202301,Отказ,2025-05-04 11:32:44,Клиент отозвал заявку
APP-202302,Отказ,2025-06-28 11:27:36,Скоринговый балл ниже порога
APP-202303,Одобрено,2025-01-19 20:34:23,Одобрено
APP-202304,Отказ,2025-05-09 16:46:35,Скоринговый балл ниже порога
APP-202305,Отказ,2025-03-28 14:26:38,Клиент отозвал заявку
APP-202306,Одобрено,2025-02-28 08:39:46,Одобрено
APP-202307,Одобрено,2025-08-04 18:46:38,Одобрено
APP-202308,Одобрено,2025-03-09 20:41:15,Одобрено
APP-202309,Одобрено,2025-07-02 01:28:30,Одобрено
APP-202310,Одобрено,2025-03-03 19:19:49,Одобрено
APP-202311,Одобрено,2025-04-21 19:26:15,Одобрено
APP-202312,Одобрено,2025-04-01 20:04:27,Одобрено
APP-202313,Одобрено,2025-02-03 02:33:55,Одобрено
APP-202314,Одобрено,2025-01-29 15:15:05,TEST
APP-202315,Одобрено,2025-01-29 22:28:44,Одобрено
APP-202316,Одобрено,2025-01-12 20:13:28,Одобрено
APP-202317,Отказ,2025-06-12 08:22:13,Высокая долговая нагрузка
APP-202318,Отказ,2025-05-21 00:41:13,Клиент не явился за средствами
APP-202319,Отказ,2025-04-01 15:09:16,Клиент отозвал заявку
APP-202320,Отказ,2025-02-17 00:10:39,Клиент не явился за средствами
APP-202321,Одобрено,2025-02-19 19:04:26,Одобрено
APP-202322,Отказ,2025-07-25 10:46:13,Высокая долговая нагрузка
APP-202323,Отказ,2025-04-29 17:39:20,Неполный пакет документов
APP-202324,Отказ,2025-03-27 01:22:39,Скоринговый балл ниже порога
APP-202325,Одобрено,2025-03-15 22:36:25,Одобрено
APP-202326,Одобрено,2025-02-22 14:35:29,Одобрено
APP-202327,Одобрено,2025-02-03 15:16:24,Одобрено
APP-202328,Одобрено,2025-02-05 15:10:58,Одобрено
APP-202329,Отказ,2025-03-02 03:48:32,Высокая долговая нагрузка
APP-202330,Одобрено,2025-07-18 05:23:14,Одобрено
APP-202331,Отказ,2025-07-22 21:50:59,Высокая долговая нагрузка
APP-202332,Одобрено,2025-05-24 19:24:58,Одобрено
APP-202333,Отказ,2025-01-12 07:35:35,Высокая долговая нагрузка
APP-202334,Отказ,2025-06-18 22:15:54,Скоринговый балл ниже порога
APP-202335,Отказ,2025-01-12 16:10:37,Высокая долговая нагрузка
APP-202336,Одобрено,2025-05-11 05:14:35,Одобрено
APP-202337,Одобрено,2025-08-03 09:02:40,Одобрено
APP-202338,Отказ,2025-02-05 17:29:18,Высокая долговая нагрузка
APP-202339,Отказ,2025-02-10 22:29:24,Клиент не явился за средствами
APP-202340,Одобрено,2025-05-03 17:19:10,Одобрено
APP-202341,Отказ,2025-07-29 17:29:22,Клиент отозвал заявку
APP-202342,Одобрено,2025-07-06 13:18:26,Одобрено
APP-202343,Одобрено,2025-04-14 20:21:10,Одобрено
APP-202344,Отказ,2025-07-09 19:45:20,Скоринговый балл ниже порога
APP-202345,Одобрено,2025-06-30 21:25:56,Одобрено
APP-202346,Одобрено,2025-03-25 16:59:38,Одобрено
