id_клиента;возраст;доход_тыс_руб;средний_остаток_тыс_руб;операций_в_месяц;доля_цифровых_операций
102997;52;248;1962;32;0,72
102485;50;253;1657;33;0,92
100261;30;57;82;49;0,84
100078;36;113;108;40;0,81
100153;34;100;105;35;0,80
100614;34;98;114;41;0,82
101975;44;154;2100;20;0,19
102494;45;257;1987;28;0,97
101315;49;270;2016;6;0,31
101360;47;224;2465;12;0,27
101798;43;185;976;9;0,09
101757;47;279;2337;7;0,25
100119;24;54;181;37;0,93
100106;29;121;156;34;0,74
100219;28;81;257;47;0,91
100936;25;108;120;46;0,89
101709;55;177;1768;13;0,29
101535;62;251;1757;16;0,36
101616;46;193;1008;18;0,33
100726;24;82;199;43;0,72
100338;28;119;104;50;0,83
101071;34;101;140;48;0,99
101549;52;270;1673;8;0,21
102244;46;261;1569;59;0,94
102110;55;156;1436;34;0,75
101291;31;74;169;56;0,88
100452;25;87;79;39;0,81
102090;46;167;1873;60;0,80
102073;43;247;1682;53;0,95
102544;47;211;1552;47;0,83
100644;25;73;124;52;0,83
102055;45;225;902;52;0,89
101191;25;94;73;51;0,84
101238;27;80;84;20;0,74
102302;49;197;1380;45;0,90
101189;22;97;72;69;0,94
101266;29;95;54;55;0,80
102720;43;239;1827;42;0,73
100404;23;83;198;37;0,80
102918;54;198;1376;24;0,85
101885;49;221;2002;6;0,16
101846;59;199;1682;18;0,27
102040;49;210;1524;48;0,81
102540;53;219;1447;43;0,84
101037;32;129;221;48;0,86
101750;54;201;905;12;0,40
102939;51;197;2275;17;0,90
102840;51;160;1625;46;0,82
101677;54;213;2153;24;0,29
101449;52;206;2432;11;0,21
100475;21;97;34;30;0,88
100422;29;94;40;41;0,89
100536;28;100;191;45;0,82
101086;30;90;168;65;0,82
102597;49;188;1531;37;0,83
102298;53;260;2985;47;0,84
102746;59;216;1201;41;0,74
100274;23;98;88;63;0,86
102873;51;215;1110;33;0,92
101056;25;55;70;31;0,74
101786;56;239;737;9;0,21
102250;43;184;2318;29;0,78
101541;54;207;2194;18;0,21
102376;46;194;1356;54;0,94
102010;52;245;1288;40;0,88
100519;29;79;157;47;0,88
101339;54;233;1690;15;0,22
100251;28;46;135;56;0,70
102132;50;211;534;44;0,83
102057;47;157;543;42;0,78
101058;22;85;63;49;0,84
101255;31;85;230;56;0,95
100278;24;108;213;39;0,94
101796;55;236;2767;10;0,33
101836;54;242;2023;26;0,20
101119;29;92;85;56;0,79
101837;59;127;1442;19;0,18
101993;51;198;2343;21;0,22
100865;34;97;118;31;0,92
101430;46;166;1684;22;0,47
100283;28;66;83;48;0,87
101031;28;69;163;26;0,76
100593;28;112;176;24;0,88
100767;24;131;169;38;0,94
100065;29;82;119;30;0,93
101769;61;226;1311;11;0,27
101722;44;259;2479;19;0,19
101227;36;82;57;58;0,99
102474;47;215;1597;30;0,92
101562;44;213;2669;14;0,36
101328;56;198;1202;7;0,22
101135;32;99;75;70;0,83
101807;45;223;2403;9;0,33
101297;29;96;45;28;0,88
101325;46;302;1849;11;0,16
102917;45;144;1363;30;0,87
100176;28;99;61;69;0,99
101774;60;232;1541;19;0,31
100698;28;107;154;44;0,99
101812;44;232;813;11;0,21
101507;46;208;2072;9;0,29
100031;22;68;36;51;0,98
102414;61;177;1011;33;0,90
102925;63;166;1346;16;0,75
101268;27;126;184;70;0,84
100522;34;112;66;50;0,76
102700;43;254;986;35;0,94
102999;48;189;1584;35;0,90
100846;39;85;94;36;0,83
102529;53;240;1802;32;0,73
102986;54;213;2305;48;0,85
102080;55;150;819;34;0,84
101040;28;101;74;42;0,75
100836;22;100;44;40;0,88
100302;23;115;72;45;0,90
102536;49;157;1667;42;0,99
102671;49;180;1268;29;0,77
100247;31;87;21;48;0,83
100044;26;112;128;61;0,90
101873;52;148;1196;8;0,31
100409;32;106;141;54;0,99
101382;54;218;2079;19;0,23
100405;24;115;125;65;0,83
101500;51;219;1688;17;0,26
102518;56;207;1636;25;0,83
100099;28;52;65;55;0,97
101181;28;51;202;35;0,80
102291;49;171;1521;37;0,85
101737;47;243;3080;10;0,26
100165;32;62;107;48;0,86
102308;50;191;962;41;0,77
102356;55;159;1150;27;0,85
100042;29;85;95;46;0,82
102614;52;224;761;52;0,80
100014;34;96;106;46;0,94
102114;49;196;1524;48;0,83
102837;40;262;1346;39;0,83
100638;31;100;5;59;0,71
102985;36;204;1250;51;0,91
102480;56;206;1128;28;0,84
101469;49;183;1974;21;0,21
101053;29;72;123;35;0,90
101917;51;150;2893;17;0,28
102706;46;177;1748;41;0,92
102680;48;244;2298;18;0,89
100478;26;80;166;37;0,99
100763;34;111;126;54;0,90
102174;42;116;761;35;0,86
100306;22;96;155;25;0,83
101983;55;225;1215;20;0,33
102799;56;277;2144;44;0,79
100647;33;118;96;46;0,84
100788;31;77;76;45;0,77
100161;34;87;122;51;0,80
100432;22;57;159;65;0,99
102815;45;215;2154;41;0,81
100389;25;116;149;56;0,96
100244;28;56;156;36;0,86
100463;25;62;5;43;0,91
101006;30;75;192;56;0,76
102043;51;228;712;72;0,83
102641;51;184;362;39;0,86
100374;21;80;82;28;0,78
100103;29;82;142;60;0,80
102415;52;253;1858;40;0,92
102759;55;171;1463;51;0,87
101502;53;247;2404;10;0,33
101435;54;223;865;12;0,33
101892;54;279;3089;15;0,26
101124;23;88;195;43;0,74
102319;46;186;1552;39;0,85
102337;41;225;399;20;0,98
100337;28;94;96;54;0,97
102160;46;194;1565;48;0,71
102516;56;186;1218;34;0,93
101207;30;142;187;66;0,78
100680;30;78;96;33;0,87
100013;30;74;111;37;0,87
101009;30;96;85;58;0,94
102983;47;216;2501;29;0,96
101831;61;274;1608;11;0,21
101014;26;105;137;46;0,91
102400;43;262;909;34;0,86
100918;29;93;98;40;0,76
100823;31;80;110;48;0,95
101808;48;244;2110;11;0,12
100421;23;129;127;40;0,87
102855;41;213;1739;41;0,84
100631;32;119;148;35;0,92
101681;54;229;2663;7;0,16
101428;57;216;2260;15;0,59
100428;31;81;57;52;0,91
100875;29;93;93;55;0,82
101432;57;289;1483;15;0,30
101431;56;225;802;15;0,39
100414;39;120;166;25;0,77
101276;29;112;146;44;0,88
101743;59;263;1955;7;0,13
101065;33;88;118;32;0,82
102932;50;253;1403;37;0,83
100676;21;87;66;42;0,69
101351;55;213;1933;21;0,11
100746;27;87;131;58;0,88
101672;55;259;2574;15;0,38
102852;53;241;970;37;0,78
100286;24;149;5;38;0,84
100547;31;118;119;46;0,92
102072;42;306;1336;22;0,86
102344;56;269;730;29;0,90
102556;54;250;907;23;0,70
101517;63;300;2152;7;0,23
102525;50;246;1445;22;0,83
102190;48;222;1155;44;0,78
101258;33;95;88;53;0,99
102505;44;233;709;46;0,83
100537;31;108;87;52;0,91
102830;42;278;1661;41;0,80
102679;44;182;1508;45;0,78
101402;57;186;1543;11;0,33
102189;45;236;1420;40;0,72
102306;45;213;290;42;0,89
100707;26;83;182;51;0,87
101225;25;104;172;32;0,87
102535;56;205;1321;24;0,79
100758;23;81;141;36;0,87
102587;51;256;2090;62;0,83
100845;28;88;112;71;0,93
102669;44;279;1905;17;0,77
101693;58;236;1587;21;0,11
102217;50;243;1010;39;0,85
100412;30;96;178;39;0,85
102370;50;233;857;45;0,78
100316;22;111;182;45;0,81
100559;23;105;143;49;0,89
102305;57;262;2475;32;0,77
100863;32;86;24;54;0,90
100675;23;64;43;34;0,89
101062;32;35;148;60;0,84
101952;53;227;2502;18;0,26
100317;30;136;120;57;0,73
102219;54;276;1171;41;0,83
101719;56;257;1910;9;0,25
102139;42;170;1559;27;0,88
100129;27;86;106;7;0,92
100450;28;90;93;35;0,85
101929;52;260;976;30;0,19
100737;33;109;80;53;0,68
102126;40;208;1006;40;0,79
102952;54;214;2516;47;0,79
100018;26;69;214;42;0,73
101639;46;266;2740;21;0,02
102804;39;186;1095;45;0,77
100184;28;103;62;46;0,84
100433;38;101;113;45;0,95
101643;51;144;1536;17;0,25
101629;58;205;1136;15;0,21
101389;55;244;1575;14;0,28
102224;41;208;1370;30;0,97
100233;29;88;5;43;0,84
102394;55;216;1884;47;0,92
101455;59;227;1824;26;0,30
101019;26;95;78;34;0,89
101121;26;124;37;48;0,66
100977;34;97;242;34;0,88
100575;23;82;150;44;0,85
100482;28;121;200;49;0,90
100964;36;97;152;54;0,96
102526;49;168;1184;21;0,97
100768;30;55;111;57;0,93
100990;24;95;126;57;0,95
100958;26;89;194;31;0,81
102811;54;222;2222;29;0,71
100942;33;102;199;70;0,79
102828;43;251;723;27;0,79
102025;51;230;2388;26;0,83
100224;29;100;154;63;0,76
102895;56;251;1176;15;0,84
101543;57;175;2487;6;0,30
101039;32;112;67;31;0,99
101556;51;300;2485;16;0,22
100716;30;62;158;47;0,92
100512;27;112;207;40;0,96
100342;21;65;49;38;0,80
101625;51;298;1386;11;0,31
100335;22;115;47;41;0,87
102039;54;262;1573;37;0,87
100387;28;75;208;48;0,94
102068;46;239;575;49;0,73
100790;29;59;43;42;0,85
101419;55;158;2654;16;0,25
101888;60;205;2909;15;0,42
102008;47;205;2243;32;0,85
101234;28;88;90;43;0,80
100527;27;93;115;49;0,89
100367;26;88;5;37;0,97
101916;54;245;594;19;0,30
100553;29;101;152;51;0,84
100962;26;143;126;57;0,79
102327;47;260;1893;51;0,88
101226;26;83;73;44;0,83
100090;24;75;50;54;0,85
100748;29;126;105;47;0,87
102233;41;245;2068;60;0,80
102176;45;186;1591;39;0,86
100969;26;78;111;16;0,82
101045;28;74;17;44;0,90
100925;30;104;53;36;0,92
100185;31;96;168;44;0,92
102289;50;242;1645;44;0,82
100779;29;93;83;47;0,76
101844;50;244;2097;16;0,32
101982;51;221;2271;19;0,34
102035;46;244;2058;42;0,84
100011;23;112;43;64;0,84
100292;33;119;124;36;0,71
101809;54;311;664;7;0,24
101834;57;205;1873;14;0,26
102034;58;173;1265;44;0,98
102074;51;243;1897;26;0,88
100665;23;72;136;47;0,81
102950;50;194;824;35;0,90
102381;51;178;1658;39;0,83
101080;29;122;149;35;0,87
100043;33;108;107;33;0,77
100639;27;46;37;47;0,83
101385;46;207;1815;17;0,35
101583;67;276;1754;11;0,21
101905;52;235;1185;10;0,25
100312;27;116;168;60;0,89
102234;49;223;542;42;0,82
102272;44;230;1280;49;0,79
102672;44;233;1603;22;0,89
100069;32;88;147;43;0,90
100351;26;102;14;35;0,96
101887;52;230;2229;10;0,15
101924;51;253;2351;13;0,15
100549;30;112;197;59;0,85
101594;48;186;1730;23;0,14
102875;57;261;1071;41;0,84
102751;48;251;1045;53;0,89
101508;52;252;472;16;0,38
101879;61;182;1685;9;0,38
102067;46;175;1338;32;0,77
101274;21;117;124;65;0,98
100800;31;104;130;29;0,81
101451;49;204;2858;17;0,12
101139;24;76;133;33;0,83
100288;35;72;92;69;0,83
101569;57;272;2577;14;0,28
100206;30;113;110;35;0,79
100322;30;75;152;40;0,67
102241;50;160;2297;39;0,84
101015;23;130;6;32;0,92
100147;23;83;110;53;0,85
102192;52;173;1726;52;0,83
101415;66;283;2753;11;0,30
102262;48;224;1069;35;0,86
102313;50;194;1718;27;0,87
101176;34;73;149;34;0,98
101818;59;260;2376;16;0,34
101961;47;287;2435;13;0,15
102712;49;147;694;46;0,79
100200;32;140;230;76;0,74
100027;23;97;5;41;0,81
101261;23;98;190;55;0,85
102898;51;168;780;34;0,83
100874;25;98;105;53;0,90
102041;36;226;1200;49;0,86
102359;46;180;1070;39;0,90
101150;28;107;128;51;0,95
102935;51;153;1665;32;0,71
100506;31;79;197;27;0,85
101354;45;306;1690;15;0,25
102342;50;246;1145;47;0,85
101973;44;259;2194;11;0,32
101564;55;241;1664;17;0,11
102543;42;222;926;16;0,74
100934;29;96;100;54;0,90
102117;43;299;1274;31;0,81
100173;25;102;153;31;0,88
101799;55;213;1641;7;0,23
101067;27;108;119;54;0,99
101262;32;64;220;49;0,77
100218;24;117;70;72;0,87
101666;56;176;2663;21;0,14
101017;23;98;125;29;0,78
101367;54;177;2484;14;0,30
101303;58;215;1248;7;0,19
100192;21;104;122;50;0,76
102486;46;145;1955;50;0,81
100143;25;66;128;58;0,94
101933;49;287;1336;7;0,24
102797;40;233;841;42;0,87
100152;29;92;74;48;0,83
100441;25;137;118;65;0,77
102299;58;236;1584;50;0,78
101405;56;231;2548;9;0,39
100122;27;127;145;43;0,94
101663;59;162;825;21;0,25
100375;27;134;112;46;0,78
100563;32;119;91;38;0,89
101400;56;267;2846;11;0,09
102180;53;186;1247;49;0,93
102906;49;213;1632;45;0,85
100552;27;99;125;47;0,75
101970;52;216;2017;13;0,22
102808;51;196;1434;38;0,88
102029;53;216;1157;34;0,90
101363;55;320;1794;18;0,33
101295;29;93;111;40;0,93
102121;55;192;1369;43;0,88
102191;47;200;594;29;0,86
101059;29;135;187;33;0,82
102677;52;223;732;37;0,87
100743;24;94;43;45;0,85
101032;32;63;199;49;0,99
100924;22;117;93;28;0,92
100023;36;109;92;42;0,93
102736;57;195;1025;39;0,73
102113;46;175;1239;43;0,85
101038;29;87;44;49;0,87
101907;57;145;1709;8;0,18
101678;56;221;1993;10;0,21
101555;37;262;1762;22;0,25
102919;53;249;1794;46;0,76
101795;66;210;2096;13;0,25
100189;24;101;97;32;0,93
101187;26;120;110;65;0,97
101313;53;182;2218;12;0,22
102076;60;219;1760;63;0,82
102419;39;190;2000;32;0,89
102695;57;194;1738;39;0,88
101061;31;135;277;35;0,84
100745;32;90;109;28;0,88
101636;38;248;1918;12;0,29
101417;44;184;2616;19;0,21
100211;29;109;78;61;0,87
100893;31;95;73;53;0,99
101326;50;239;1704;16;0,32
101866;59;293;1649;14;0,32
100753;31;68;190;36;0,84
100799;29;98;76;54;0,85
102182;49;142;1037;39;0,78
101700;49;228;1740;18;0,12
102521;33;201;265;40;0,83
101466;50;163;2935;22;0,32
100821;25;84;180;28;0,88
102136;55;247;1994;45;0,75
101379;51;228;1716;14;0,22
100696;25;90;106;78;0,89
101720;49;258;1904;19;0,19
100138;25;76;146;25;0,77
101222;28;103;79;61;0,98
102569;51;225;1496;28;0,79
100067;25;127;136;38;0,79
102019;44;219;1515;41;0,86
102225;56;274;1731;44;0,79
100697;21;79;198;23;0,81
101901;54;249;1206;15;0,19
102801;51;135;952;46;0,88
101947;54;258;1636;6;0,23
100712;29;80;73;38;0,78
101270;36;81;113;39;0,82
101985;60;220;1803;7;0,16
102426;60;208;1726;23;0,92
101348;52;276;1413;15;0,14
101401;47;273;2308;3;0,29
101972;52;255;1772;10;0,16
101726;54;197;2250;5;0,20
100305;21;96;96;45;0,85
101900;64;219;1744;16;0,19
102893;51;236;789;49;0,89
102878;47;231;1205;37;0,81
101567;53;221;3006;3;0,25
100086;24;83;62;52;0,94
101671;51;166;2924;20;0,22
102996;50;224;1571;34;0,79
101422;52;145;2747;21;0,34
102282;52;251;1890;30;0,80
102800;40;206;804;38;0,81
100477;27;86;129;47;0,99
102334;42;178;1565;38;0,69
100088;26;113;110;47;0,83
101519;52;234;1725;11;0,16
101827;49;239;2239;9;0,36
100220;24;107;99;48;0,88
100953;31;78;143;49;0,80
102613;45;269;1847;40;0,78
102477;58;259;1821;33;0,87
101560;53;173;1867;9;0,31
100659;26;75;132;60;0,85
102683;45;179;843;37;0,82
101075;31;107;84;81;0,80
102546;48;216;1667;10;0,86
102095;49;218;1526;43;0,84
100395;32;72;180;35;0,76
100114;36;115;122;55;0,89
100870;32;80;168;64;0,81
102942;49;177;1532;45;0,92
102052;50;203;1168;52;0,93
101600;61;284;1099;13;0,28
101708;59;231;1659;23;0,17
100773;30;121;77;39;0,91
101489;53;275;2006;10;0,42
102107;51;213;1535;34;0,87
100280;23;98;71;42;0,83
102588;56;157;1756;38;0,87
100313;27;109;158;32;0,87
102788;48;199;1033;31;0,78
102836;55;273;2163;27;0,78
102725;53;218;1168;29;0,77
100871;28;89;5;67;0,98
102351;55;227;2116;36;0,82
102723;56;199;1495;46;0,86
102965;50;191;395;38;0,78
101876;58;178;2337;15;0,31
100859;29;103;97;54;0,82
100101;24;102;214;43;0,76
101545;52;248;1530;11;0,13
101386;51;209;1810;17;0,27
101337;51;223;1876;8;0,31
102659;50;207;1869;42;0,99
101915;53;221;1313;10;0,30
100601;30;99;132;55;0,91
100190;28;106;133;19;0,98
100459;26;99;70;41;0,81
101023;37;109;149;46;0,85
100762;32;74;163;37;0,82
100984;21;112;231;51;0,85
101821;50;226;1017;14;0,04
101300;28;102;181;31;0,99
102177;50;241;1129;39;0,91
100677;27;86;151;39;0,81
100626;28;98;173;61;0,72
102316;49;218;1628;39;0,80
101553;52;264;2698;11;0,35
100209;32;106;90;45;0,89
102576;51;265;1931;22;0,89
100637;32;90;71;48;0,83
100947;29;99;54;38;0,95
101233;34;136;126;51;0,96
102921;54;184;1411;60;0,77
100470;26;97;136;50;0,94
102684;54;201;1104;24;0,94
101073;33;117;199;68;0,87
101877;60;172;1642;19;0,31
101755;48;224;1974;20;0,31
100578;35;66;9;38;0,80
101849;56;211;1728;10;0,33
101598;54;200;579;15;0,22
100406;23;83;122;19;0,86
101732;40;202;1675;16;0,31
100636;25;108;115;52;0,82
101980;46;198;1674;14;0,22
102280;52;256;1775;23;0,86
101654;60;225;1110;16;0,29
102929;50;226;1742;34;0,93
101574;53;344;2134;14;0,39
102230;52;302;1338;27;0,73
102841;51;168;1705;24;0,89
100642;32;72;125;59;0,86
100941;24;66;171;32;0,84
102489;46;235;1614;41;0,78
101049;27;89;66;67;0,76
100453;32;94;125;49;0,81
101717;62;264;2635;9;0,27
101515;50;225;2836;12;0,25
100253;26;101;21;69;0,90
101299;28;98;157;44;0,85
100913;23;105;163;56;0,71
101504;53;215;3534;23;0,22
102242;59;129;1927;33;0,75
100558;25;89;117;36;0,84
101319;50;209;2880;5;0,30
100602;35;122;127;42;0,84
102317;39;254;2050;39;0,95
102185;50;218;1706;55;0,84
100089;29;102;217;32;0,82
101864;58;211;1418;6;0,24
101686;59;188;2103;19;0,15
102066;54;227;1210;41;0,77
100401;29;83;208;36;0,74
100702;30;81;76;31;0,85
100606;28;107;98;44;0,91
100789;31;75;93;51;0,78
101664;51;234;1951;22;0,20
102673;42;246;1875;36;0,90
100348;25;77;239;46;0,99
100183;28;98;139;62;0,94
100047;24;92;145;38;0,96
101447;55;168;2360;22;0,40
102653;58;176;1359;54;0,93
101341;54;234;3017;4;0,21
102568;52;270;886;55;0,78
101525;62;308;1542;4;0,51
102760;43;162;2279;39;0,89
102846;57;254;1775;26;0,90
101311;59;190;2012;22;0,23
102643;48;216;1793;41;0,75
102834;53;243;1395;44;0,89
102926;50;233;1671;36;0,94
100605;33;96;26;28;0,84
101527;48;248;1909;16;0,11
100966;23;104;9;28;0,88
102222;42;272;1590;36;0,79
101462;58;284;1926;7;0,26
100229;30;129;110;61;0,97
102229;44;183;1445;45;0,83
100496;26;97;70;51;0,82
102789;55;273;1788;28;0,77
102286;45;189;1897;24;0,85
102469;49;319;400;46;0,80
102711;59;203;1317;39;0,86
102332;52;233;763;21;0,76
101794;55;186;1756;16;0,19
100667;32;80;180;68;0,64
101547;56;153;1770;11;0,19
100469;30;76;99;39;0,66
100497;30;65;144;32;0,88
101117;22;79;276;48;0,81
101790;51;296;333;11;0,26
100034;28;100;161;73;0,78
101691;50;129;3241;15;0,34
102624;51;220;1220;52;0,83
102276;52;227;1155;35;0,95
101575;55;272;1325;7;0,12
100427;28;101;105;44;0,89
100797;35;73;130;47;0,96
101999;55;241;2800;9;0,24
101175;24;102;170;60;0,84
102388;49;204;1606;58;0,79
101514;56;271;2321;11;0,25
101501;56;225;2265;18;0,24
102491;49;214;1790;26;0,95
102045;40;242;1004;36;0,64
101398;50;190;2175;15;0,29
101030;28;93;119;61;0,72
100976;28;126;151;30;0,87
102314;50;265;375;15;0,88
100188;31;98;43;45;0,79
101016;36;146;105;37;0,91
100842;26;87;61;45;0,84
102533;50;237;960;57;0,89
102372;56;216;1287;32;0,78
101495;52;260;2028;22;0,09
100849;31;48;68;26;0,79
102658;47;260;1658;39;0,89
102437;41;240;1556;42;0,88
101692;56;201;2231;7;0,24
102693;58;232;1668;30;0,95
102907;41;214;889;45;0,84
101930;56;267;2432;20;0,37
101584;50;266;1601;14;0,31
102793;51;228;414;35;0,83
102012;57;276;1164;34;0,83
101657;56;282;2776;10;0,49
101711;57;232;1304;13;0,29
101804;46;242;1185;7;0,04
100124;30;133;126;65;0,86
102763;50;223;818;43;0,83
100334;26;98;5;48;0,82
102260;60;230;820;41;0,89
102495;51;277;1685;52;0,80
102318;41;236;1115;23;0,90
101376;50;235;2640;16;0,12
100796;34;117;157;48;0,78
101687;55;185;2044;13;0,18
102933;46;205;869;40;0,79
100996;27;84;158;46;0,88
100523;33;88;148;45;0,88
102882;59;184;1023;33;0,80
100957;34;64;210;53;0,89
102554;50;189;618;53;0,73
100515;33;88;198;53;0,96
102457;47;175;1749;30;0,86
101493;59;186;2423;20;0,23
101701;52;226;1522;23;0,17
102850;49;187;1891;50;0,80
102585;52;234;965;22;0,88
102838;50;173;2166;37;0,82
100528;32;92;87;32;0,91
100545;28;120;197;18;0,84
102493;54;202;1754;27;0,79
102050;38;180;1736;33;0,82
101479;48;319;2089;12;0,26
100466;31;100;5;53;0,92
101434;50;252;1569;3;0,31
100784;34;98;168;10;0,74
100876;31;97;40;64;0,81
100426;28;112;163;36;0,85
102140;45;213;750;70;0,85
101823;67;307;1711;11;0,13
102780;52;250;960;57;0,87
101884;52;212;1660;12;0,40
100783;24;109;97;46;0,84
102902;53;201;1978;29;0,83
101996;62;175;1855;20;0,17
100847;21;117;86;48;0,79
100331;27;99;192;44;0,86
101944;58;218;1500;11;0,11
100517;25;85;121;46;0,75
101601;55;257;2043;9;0,15
101095;27;122;140;23;0,83
101275;34;104;204;59;0,74
100318;30;38;127;45;0,95
102778;45;219;1509;34;0,76
100231;39;107;5;16;0,71
101178;28;114;68;48;0,87
100810;28;113;220;47;0,81
101497;48;219;1056;18;0,34
100759;25;75;172;45;0,98
101324;54;228;2281;24;0,38
101613;60;210;1991;19;0,26
101433;53;224;2077;5;0,18
100507;30;88;127;34;0,87
101634;54;224;1757;9;0,30
102802;52;264;1823;24;0,83
101094;24;85;97;53;0,90
102446;49;216;1416;49;0,90
100671;32;79;146;41;0,81
101782;49;192;1478;12;0,32
100159;31;54;240;64;0,74
100369;21;99;5;39;0,89
100635;30;41;148;69;0,96
101446;53;195;1555;14;0,08
102249;55;190;1201;45;0,80
102364;50;243;1713;49;0,69
100202;26;78;97;60;0,87
100557;31;72;129;50;0,88
101591;54;239;1711;6;0,30
100325;27;69;226;29;0,76
101914;60;245;535;5;0,29
100423;33;77;49;54;0,73
102987;49;219;317;49;0,91
100446;29;62;77;27;0,83
102354;59;233;1111;27;0,89
100623;28;65;129;55;0,76
100722;21;101;161;48;0,92
102726;42;249;1234;34;0,77
101372;60;261;2974;17;0,26
101587;47;212;1212;19;0,27
101201;24;125;56;41;0,86
102527;48;240;1208;50;0,81
100221;29;96;173;54;0,86
100760;32;93;148;34;0,81
100736;36;103;85;38;0,94
101096;28;94;115;43;0,70
100782;25;107;67;55;0,95
102858;51;222;1513;48;0,92
102005;51;211;1253;29;0,85
101752;57;259;1574;17;0,13
100922;24;91;96;54;0,91
100525;32;109;103;58;0,85
100872;29;104;181;55;0,95
101252;30;103;173;50;0,91
100928;27;107;88;40;0,85
102972;42;158;1250;38;0,80
102428;48;146;1581;29;0,74
100080;28;95;170;48;0,99
100454;34;98;121;34;0,82
101043;24;109;45;45;0,90
102718;47;253;1665;27;0,78
102424;59;163;5;24;0,74
100214;34;92;35;34;0,83
102639;53;277;566;16;0,81
102938;55;263;1636;35;0,92
102167;51;237;1246;49;0,71
100117;28;90;113;55;0,83
101154;27;82;150;55;0,82
101087;25;128;123;71;0,92
100693;21;112;87;60;0,97
102320;45;252;1775;48;0,86
101763;56;163;1910;14;0,41
101698;50;233;1440;17;0,31
101441;48;255;2255;21;0,20
100729;24;78;76;37;0,84
102698;45;217;2093;39;0,91
100719;31;69;96;36;0,80
101496;54;204;2422;12;0,26
100916;30;68;161;43;0,81
102036;50;230;1573;40;0,72
102062;49;230;1303;37;0,91
101263;32;113;122;42;0,77
100082;26;144;215;31;0,89
102169;53;189;1247;52;0,94
102877;47;188;924;51;0,91
102897;48;233;1022;36;0,83
102592;52;224;1463;21;0,77
101727;56;224;500;8;0,35
100108;25;91;75;44;0,92
101322;48;255;2687;16;0,32
102752;52;159;1498;29;0,81
100858;29;93;212;51;0,86
102257;50;233;1613;35;0,86
101998;52;243;880;11;0,22
102842;53;210;2070;40;0,94
100110;24;104;49;76;0,90
100910;27;75;28;18;0,78
100107;28;59;103;58;0,86
100576;23;57;5;48;0,94
101394;43;246;2189;17;0,24
101683;52;274;1425;27;0,08
102405;53;253;695;47;0,73
101829;51;203;1843;15;0,31
102051;53;172;1056;42;0,92
101699;44;225;1792;20;0,16
101429;59;250;1162;23;0,30
102519;53;229;1328;36;0,89
101912;57;209;3449;10;0,28
100959;29;91;56;21;0,78
101872;46;256;2365;17;0,19
102339;47;217;1322;50;0,61
100880;28;124;115;47;0,92
101967;48;202;2580;9;0,46
102943;46;227;1843;23;0,92
101147;27;90;165;30;0,94
100852;27;81;141;47;0,93
101393;52;172;2899;22;0,20
102729;51;256;1413;40;0,86
102920;49;207;1081;27;0,73
101477;59;225;1083;15;0,29
102612;57;218;1435;38;0,83
101001;25;73;162;32;0,78
101890;54;194;2435;12;0,03
100817;29;78;151;55;0,84
101994;57;191;2238;8;0,10
102645;51;237;1284;31;0,85
100154;34;96;153;48;0,91
102908;47;238;1146;44;0,84
102883;42;202;476;30;0,82
100330;28;87;176;40;0,85
101281;22;86;290;26;0,87
100257;24;99;87;59;0,82
102196;50;179;2423;47;0,93
102611;50;196;857;27;0,81
101104;25;81;124;55;0,90
102216;48;269;943;35;0,74
100754;24;91;45;55;0,87
102610;51;200;5;25;0,78
100411;26;106;88;40;0,88
100289;33;76;102;50;0,86
101221;39;111;130;37;0,86
102236;47;228;2134;34;0,83
102820;61;233;1022;55;0,91
102715;57;250;649;37;0,88
102083;56;201;982;35;0,84
100651;33;96;188;57;0,89
100145;36;121;81;42;0,87
101011;27;60;164;51;0,87
101990;61;201;862;16;0,17
102784;50;238;780;25;0,91
102046;51;196;342;54;0,76
102768;52;226;1489;30;0,78
101721;39;107;2559;17;0,27
102635;55;276;1815;24;0,79
102403;45;222;1400;31;0,90
100603;32;98;100;50;0,94
100464;25;109;40;58;0,79
102513;55;220;1311;42;0,77
100777;24;165;66;58;0,83
101909;47;189;1331;6;0,36
102740;51;250;829;40;0,94
102001;47;193;2245;39;0,85
101476;49;277;1674;17;0,31
102468;54;264;1675;40;0,71
100951;33;96;33;62;0,76
100838;29;55;143;29;0,80
100886;25;102;28;40;0,96
102681;47;166;1583;61;0,81
100857;30;97;184;61;0,93
101314;50;182;2174;20;0,40
100508;29;118;220;34;0,86
102730;52;202;430;29;0,96
101759;43;226;1588;4;0,13
102283;56;208;1936;41;0,74
101957;51;181;2417;14;0,28
102831;49;222;1162;36;0,73
101602;59;238;2184;13;0,29
102287;50;148;1504;14;0,74
102945;44;256;778;4;0,85
100198;27;117;259;36;0,81
100666;28;75;123;53;0,93
100787;25;132;227;56;0,97
102970;52;188;1357;34;0,90
100259;28;111;112;59;0,77
100815;30;112;137;47;0,83
101132;25;101;104;47;0,77
101773;56;172;2136;7;0,21
102699;52;265;808;52;0,71
100869;32;100;62;46;0,87
101486;61;245;2215;9;0,18
102252;40;202;2224;50;0,71
101922;53;194;1003;13;0,17
102744;48;247;1521;34;0,65
102099;44;232;1697;22;0,91
101152;23;112;123;34;0,82
102226;52;237;1013;34;0,89
101963;46;289;968;12;0,09
101596;56;246;2595;7;0,36
100546;29;121;44;73;0,87
