ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-101747;15.04.2025;Мобильное приложение;Кэшбэк-максимум;Северо-Западный;150 000;04.05.2025;17733,89;33111.04;Активна
CARD-101974;28.07.2025;Сайт банка;Классический;Приволжский;100000,00;14.08.2025;30535.05;63725,53;Активна
CARD-102010;05.04.2025;Мобильное приложение;Классический;Южный;300 000;28.04.2025;148 981;407 008;Активна
CARD-101566;2025-01-30;Офис банка;Премиальный;Центральный;50000,00;;;;Активна
CARD-101210;2025-05-24;Отделение;Кэшбэк-максимум;Центральный;300 000;2025-06-04;60 123;190143.00;Активна
CARD-100424;22.02.2025;Веб-сайт;Классический;Северо-Западный;150000,00;;0,00;;Активна
CARD-102042;31.03.2025;Партнерская сеть;Классический;Сибирский;100 000;24.04.2025;51266,96;86 839;Заблокирована
CARD-100309;04.06.2025;Мобильное приложение;Классический;Южный;300000,00;29.06.2025;108 376;359525.59;Закрыта
CARD-100048;12.03.2025;Мобильное приложение;Классический;Сибирский;100000.00;08.04.2025;28763,17;79008,23;Закрыта
CARD-102301;2025-04-03;партнёрская сеть;Классический;Сибирский;100 000;01.05.2025;18024,76;41120,64;Активна
CARD-102249;06.02.2025;Партнерская сеть;Премиальный;Приволжский;50 000;;0,00;;Активна
CARD-101344;07.06.2025;сайт банка;Кэшбэк-максимум;Южный;500000,00;;0;;активна
CARD-101076;2025-06-05;Мобильное приложение;Классический;Центральный;75 000;30.07.2025;0,00;7464,87;Активна
CARD-101627;2025-01-14;МП;Зарплатный;Сибирский;500 000;2025-01-30;115 502;346 718;Активна
CARD-101656;18.05.2025;Сайт банка;Премиальный;Приволжский;200000.00;08.06.2025;100 694;174 423;Активна
CARD-101471;01.04.2025;МП;Классический;Северо-Западный;50000,00;;0,00;0,00;Активна
CARD-101012;01.06.2025;Отделение ;Премиальный;Центральный;200000.00;30.06.2025;22 260;47 826;активна
CARD-101049;21.03.2025;Мобильное приложение;Зарплатный;Центральный;50000,00;25.03.2025;19 775;51733.67;Активна
CARD-100398;05.04.2025;сайт банка;Классический;Приволжский;100000.00;14.04.2025;10144.22;25824.83;Активна
CARD-101509;07.02.2025;Офис банка;Премиальный;Приволжский;500 000;09.02.2025;149 946;370 877;Закрыта
CARD-101379;2025-03-29;Мобильное приложение;Зарплатный;Центральный;150000,00;17.04.2025;53500,18;103 021;Закрыта
CARD-100540;19.01.2025;партнёрская сеть;Премиальный;Приволжский;100 000;;0;0;Активна
CARD-101035;18.07.2025;Партнерская сеть;Классический;Центральный;75000,00;;0;0;Активна
CARD-102309;2025-06-15;Партнёр;Классический;Южный;200000.00;н/д;;0;Активна
CARD-101922;08.04.2025;Партнёрская сеть;Классический;Центральный;75000,00;н/д;0;0,00;Активна
CARD-100653;2025-07-28;МП;Классический;Сибирский;500 000;;0;;Активна
CARD-100126;31.07.2025;мобильное приложение;Кэшбэк-максимум;Северо-Западный;100000.00;21.08.2025;28 726;84 248;Закрыта
CARD-102127;09.02.2025;Сайт банка;Классический;Приволжский;200000.00;;;0,00;Закрыта
CARD-101006;2025-01-23;Партнерская сеть;Классический;Южный;500000,00;н/д;0;0,00;Активна
CARD-101594;2025-02-16;Офис банка;Кэшбэк-максимум;Центральный;300 000;07.03.2025;128 946;428 512;Активна
CARD-101474;23.05.2025;Сайт банка;Кэшбэк-максимум;Центральный;300 000;;0;0;Активна
CARD-100916;31.05.2025;отделение;Классический;Северо-Западный;50 000;н/д;0;0;Активна
CARD-101867;07.07.2025;Офис банка;Классический;Центральный;150000.00;2025-07-22;13 096;29 147;активна
CARD-101823;2025-05-11;Мобильное приложение;Кэшбэк-максимум;Центральный;150 000;19.07.2025;0,00;12661,32;Активна
CARD-100033;2025-06-27;мобильное приложение;Кэшбэк-максимум;Северо-Западный;50000,00;07.07.2025;14173,64;26431.10;активна
CARD-101116;2025-04-23;Отделение;Кэшбэк-максимум;Приволжский;500000,00;2025-04-30;212 369;528 186;Активна
CARD-100162;2025-06-21;мобильное приложение;Кэшбэк-максимум;Центральный;50 000;н/д;0,00;0,00;Активна
CARD-102169;27.04.2025;Партнерская сеть;Премиальный;Центральный;100000.00;;;0;Закрыта
CARD-101370;01.02.2025;Мобильный банк;Классический;Сибирский;200000,00;04.02.2025;89626,53;171 542;Активна
CARD-101031;2025-02-28;Отделение ;Зарплатный;Приволжский;150 000;12.03.2025;62 383;179 283;Активна
CARD-101138;23.02.2025;отделение;Классический;Южный;100000,00;24.03.2025;10 156;19 717;Активна
CARD-102204;02.03.2025;МП;Зарплатный;Приволжский;50 000;20.03.2025;8 209;13 151;Активна
CARD-100788;26.06.2025;ОТДЕЛЕНИЕ;Премиальный;Центральный;75000.00;;;0,00;Активна
CARD-101340;09.07.2025;Партнёр;Классический;Сибирский;300000,00;;0;0;активна
CARD-101169;09.03.2025;Офис банка;Зарплатный;Центральный;150 000;2025-04-06;16200.09;37 180;Активна
CARD-102140;22.05.2025;партнёрская сеть;Премиальный;Южный;300 000;08.06.2025;26 539;72 987;Активна
CARD-101444;2025-06-11;сайт банка;Классический;Приволжский;150 000;08.07.2025;37 656;77664,59;Активна
CARD-101003;21.02.2025;Сайт банка;Зарплатный;Южный;200000,00;2025-03-10;85 575;167 876;Активна
CARD-100105;12.05.2025;отделение;Зарплатный;Северо-Западный;100 000;2025-06-10;49 848;97482.59;Активна
CARD-100862;13.03.2025;мобильное приложение;Премиальный;Центральный;300000.00;н/д;0,00;0;Активна
CARD-100395;2025-02-15;Мобильный банк;Классический;Центральный;75000,00;28.02.2025;18 962;63018,64;активна
CARD-100047;25.02.2025;Мобильное приложение;Премиальный;Центральный;500 000;21.03.2025;237685,68;662484,68;Активна
CARD-102025;20.06.2025;МП;Классический;Сибирский;300 000;н/д;;0,00;Активна
CARD-100061;02.03.2025;ОТДЕЛЕНИЕ;Классический;Приволжский;200000,00;;0,00;0,00;Активна
CARD-100113;14.03.2025;отделение;Зарплатный;Южный;75 000;12.04.2025;35227.34;84 814;Активна
CARD-101925;2025-05-02;Сайт банка;Классический;Приволжский;100 000;н/д;0,00;0;Активна
CARD-101324;14.01.2025;Мобильный банк;Премиальный;Северо-Западный;75000.00;03.05.2025;0;13898,31;Активна
CARD-100768;18.01.2025;партнёрская сеть;Зарплатный;Центральный;150000,00;04.02.2025;27928,94;46166,89;Заблокирована
CARD-100905;18.07.2025;Мобильное приложение;Зарплатный;Южный;200000.00;26.07.2025;34 773;109699.50;Активна
CARD-102128;07.07.2025;Мобильное приложение;Зарплатный;Центральный;100000.00;20.07.2025;38 297;110930,58;Активна
CARD-101489;22.06.2025;партнёрская сеть;Классический;Южный;300000.00;2025-06-22;57 075;176 333;Заблокирована
CARD-101149;21.01.2025;Мобильный банк;Зарплатный;Приволжский;100000,00;2025-02-01;44 993;133621,74;Активна
CARD-102197;26.01.2025;Отделение ;Классический;Приволжский;100000,00;2025-02-07;53 225;170081.55;активна
CARD-100895;04.04.2025;Отделение ;Классический;Приволжский;300000.00;07.04.2025;60376,39;181 991;Активна
CARD-101954;25.06.2025;мобильное приложение;Классический;Центральный;50000.00;17.07.2025;15 907;54044.60;Активна
CARD-101592;23.04.2025;отделение;Классический;Приволжский;50 000;2025-05-01;14 626;26813,80;Активна
CARD-102325;01.07.2025;ОТДЕЛЕНИЕ;Зарплатный;Северо-Западный;50 000;02.07.2025;26357.79;58753.33;Активна
CARD-101435;06.02.2025;мобильное приложение;Классический;Приволжский;75000.00;2025-03-01;35565.60;118450,14;Заблокирована
CARD-100092;24.06.2025;ОТДЕЛЕНИЕ;Классический;Северо-Западный;500000,00;н/д;0,00;;Заблокирована
CARD-101572;29.01.2025;Мобильный банк;Премиальный;Центральный;50000,00;12.02.2025;5 105;14 716;Активна
CARD-100510;2025-02-12;Сайт банка;Кэшбэк-максимум;Приволжский;100000,00;26.02.2025;13 713;31093,00;Активна
CARD-101677;08.02.2025;Партнерская сеть;Кэшбэк-максимум;Центральный;100000,00;;;;Активна
CARD-102062;24.01.2025;Партнерская сеть;Классический;Сибирский;500000.00;2025-02-12;252480.76;527587.01;Заблокирована
CARD-101588;28.04.2025;Отделение ;Классический;Северо-Западный;75000,00;03.05.2025;27 616;92 316;Активна
CARD-101327;2025-06-03;партнёрская сеть;Классический;Центральный;75000,00;2025-06-14;22 390;37 052;Активна
CARD-101316;26.01.2025;мобильное приложение;Классический;Центральный;150000.00;27.01.2025;69 385;121 817;активна
CARD-101505;26.01.2025;Мобильный банк;Классический;Центральный;75 000;01.02.2025;22 128;54464,53;Активна
CARD-101767;30.01.2025;Сайт банка;Зарплатный;Северо-Западный;200000.00;н/д;0;0,00;Активна
CARD-101959;03.05.2025;Офис банка;Классический;Центральный;500000,00;;0;0;Активна
CARD-100834;02.05.2025;сайт банка;Классический;Приволжский;75 000;04.05.2025;39 018;111119,18;Активна
CARD-100167;25.03.2025;сайт банка;Зарплатный;Центральный;200000,00;2025-04-10;92 082;295254,14;Активна
CARD-101194;2025-04-07;Офис банка;Классический;Приволжский;500 000;26.04.2025;240003,74;670 125;Заблокирована
CARD-102280;2025-03-12;ОТДЕЛЕНИЕ;Классический;Приволжский;300000.00;18.03.2025;82 025;267307,32;Активна
CARD-102328;30.07.2025;Мобильный банк;Премиальный;Приволжский;75 000;23.08.2025;9 571;24933.64;Активна
CARD-101146;20.07.2025;мобильное приложение;Классический;Сибирский;150000,00;2025-08-10;62 970;102777.55;Закрыта
CARD-101285;26.06.2025;Отделение;Кэшбэк-максимум;Северо-Западный;200 000;06.07.2025;58307.91;105709,56;активна
CARD-100155;21.07.2025;отделение;Классический;Северо-Западный;300 000;2025-08-01;131 186;411 554;Закрыта
CARD-101859;30.05.2025;мобильное приложение;Классический;Центральный;100 000;26.06.2025;49 478;157513,45;Активна
CARD-100172;20.02.2025;Мобильное приложение;Премиальный;Северо-Западный;75000.00;21.03.2025;28543.71;64299.18;Активна
CARD-100054;02.04.2025;партнёрская сеть;Премиальный;Центральный;300000,00;;0,00;0,00;Заблокирована
CARD-100104;2025-02-24;Партнёр;Кэшбэк-максимум;Центральный;300000,00;17.03.2025;150 738;439123.24;Активна
CARD-102351;27.02.2025;мобильное приложение;Зарплатный;Северо-Западный;200000.00;н/д;0;;Активна
CARD-100331;21.01.2025;партнёрская сеть;Премиальный;Южный;150 000;н/д;0;0;Активна
CARD-101038;2025-02-16;Офис банка;Классический;Сибирский;150000,00;;0;0;активна
CARD-100984;20.07.2025;Веб-сайт;Премиальный;Приволжский;150000.00;;;;Закрыта
CARD-100339;20.06.2025;Мобильный банк;Зарплатный;Центральный;500000,00;2025-07-15;106508.18;236 174;Активна
CARD-101129;2025-05-12;Офис банка;Зарплатный;Южный;150000.00;25.05.2025;58838.09;189 476;Активна
CARD-101062;22.04.2025;Партнерская сеть;Зарплатный;Центральный;100000.00;;0,00;0,00;Заблокирована
CARD-101114;20.05.2025;МП;Зарплатный;Приволжский;200 000;12.06.2025;47786.15;114769,62;Активна
CARD-100537;28.04.2025;МП;Классический;Центральный;100000,00;23.05.2025;25079.30;41708,66;Активна
CARD-100008;07.04.2025;партнёрская сеть;Зарплатный;Центральный;50000,00;н/д;0,00;0,00;Активна
CARD-102227;27.06.2025;Веб-сайт;Классический;Сибирский;75 000;26.09.2025;0;2790.13;Активна
CARD-100341;2025-05-26;сайт банка;Зарплатный;Центральный;300000,00;05.09.2025;;29 075;Активна
CARD-101906;25.06.2025;Партнерская сеть;Классический;Южный;50 000;;0,00;0;Активна
CARD-100823;2025-04-29;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;100 000;17.05.2025;19 862;44751,58;Активна
CARD-101463;2025-02-08;мобильное приложение;Кэшбэк-максимум;Южный;150000,00;12.02.2025;37 349;119038.88;Активна
CARD-100133;18.01.2025;сайт банка;Премиальный;Южный;200000.00;14.02.2025;96680.81;184 679;Активна
CARD-102229;02.05.2025;Мобильный банк;Зарплатный;Центральный;150 000;2025-05-09;13 724;31 918;Активна
CARD-101782;02.05.2025;Партнёр;Классический;Южный;50 000;21.05.2025;22453.93;51 083;Закрыта
CARD-101136;02.06.2025;Партнерская сеть;Зарплатный;Центральный;100 000;;0,00;;Активна
CARD-100065;14.02.2025;сайт банка;Классический;Центральный;200 000;27.02.2025;71540.55;157 751;Заблокирована
CARD-100661;29.06.2025;сайт банка;Премиальный;Сибирский;75000.00;;0,00;;Заблокирована
CARD-100695;14.05.2025;Отделение ;Классический;Сибирский;500000,00;н/д;;;Активна
CARD-100346;14.05.2025;Мобильное приложение;Кэшбэк-максимум;Центральный;150000.00;;0;;Активна
CARD-100569;04.03.2025;МП;Классический;Приволжский;500000.00;23.03.2025;218133.39;443 220;Активна
CARD-101401;21.05.2025;Партнёрская сеть;Классический;Приволжский;200000,00;19.06.2025;34 643;100129,82;Закрыта
CARD-100145;23.03.2025;Офис банка;Зарплатный;Северо-Западный;100 000;03.04.2025;18556.07;58755.80;Закрыта
CARD-100211;2025-04-16;ОТДЕЛЕНИЕ;Премиальный;Северо-Западный;100000.00;14.05.2025;38143.94;115 511;Заблокирована
CARD-100149;09.04.2025;Партнёрская сеть;Классический;Приволжский;50 000;н/д;0;;Активна
CARD-101328;03.02.2025;Отделение;Классический;Сибирский;75000.00;;0;0,00;Активна
CARD-101139;24.06.2025;Отделение;Классический;Северо-Западный;50000.00;2025-06-29;18 119;33995,43;Активна
CARD-100660;2025-03-20;ОТДЕЛЕНИЕ;Классический;Южный;500 000;;0;0,00;Активна
CARD-100207;09.02.2025;Сайт банка;Классический;Центральный;300000,00;26.02.2025;91483,06;251200.87;Активна
CARD-101406;20.06.2025;Мобильное приложение;Классический;Северо-Западный;50000,00;24.06.2025;13811,23;29799,93;Заблокирована
CARD-100074;2025-01-16;сайт банка;Зарплатный;Южный;75000.00;2025-01-23;10983.30;22564,63;Активна
CARD-100670;08.02.2025;мобильное приложение;Классический;Северо-Западный;75 000;2025-04-26;;5993,93;активна
CARD-100672;03.02.2025;Мобильное приложение;Классический;Северо-Западный;150000.00;27.02.2025;60060,02;136508.82;активна
CARD-100844;2025-02-07;Веб-сайт;Зарплатный;Южный;75000,00;;;;Активна
CARD-100708;01.06.2025;Мобильный банк;Зарплатный;Северо-Западный;150000,00;;;0,00;Активна
CARD-100724;19.07.2025;Мобильный банк;Кэшбэк-максимум;Центральный;150 000;2025-08-09;63661.20;160582.52;Активна
CARD-102369;08.02.2025;МП;Кэшбэк-максимум;Приволжский;50000.00;11.02.2025;24419.31;51 550;Активна
CARD-100937;01.04.2025;МП;Зарплатный;Приволжский;150000.00;23.04.2025;18298.01;32 938;Закрыта
CARD-100977;17.01.2025;Мобильный банк;Зарплатный;Центральный;200000.00;01.02.2025;90 753;208 778;Активна
CARD-101088;2025-07-01;отделение;Кэшбэк-максимум;Приволжский;200000,00;17.07.2025;34923.86;77038.21;Активна
CARD-100872;28.01.2025;сайт банка;Зарплатный;Приволжский;500000.00;2025-02-18;266794.83;427 399;Активна
CARD-100674;08.07.2025;Мобильный банк;Классический;Центральный;500000,00;01.08.2025;190 514;424 614;Активна
CARD-101185;2025-04-22;Партнёрская сеть;Премиальный;Южный;200 000;24.04.2025;80114.72;223 554;активна
CARD-100940;2025-05-21;МП;Зарплатный;Центральный;50 000;2025-06-02;5609,49;13520,43;Активна
CARD-101797;2025-07-24;ОТДЕЛЕНИЕ;Классический;Южный;75000,00;;;0;Активна
CARD-100357;2025-04-29;Мобильное приложение;Кэшбэк-максимум;Южный;75000.00;27.05.2025;22 844;63 648;Активна
CARD-102320;2025-06-16;Мобильное приложение;Классический;Северо-Западный;75 000;20.06.2025;13552,44;38 778;активна
CARD-102074;09.02.2025;Мобильный банк;Премиальный;Северо-Западный;500 000;06.03.2025;45858,72;115093.99;Активна
CARD-100556;22.02.2025;Офис банка;Зарплатный;Приволжский;200000,00;2025-02-25;18396,03;43625,07;Активна
CARD-101002;27.02.2025;ОТДЕЛЕНИЕ;Классический;Центральный;150000.00;07.03.2025;72 520;161445,13;Активна
CARD-101846;14.03.2025;Офис банка;Классический;Приволжский;150 000;29.03.2025;36 970;95563.53;Активна
CARD-101291;23.02.2025;Мобильный банк;Классический;Южный;300000.00;21.03.2025;36206.33;103 795;Активна
CARD-101501;04.07.2025;Отделение;Зарплатный;Приволжский;50000.00;24.07.2025;12 969;33774,05;Активна
CARD-101958;13.01.2025;сайт банка;Классический;Центральный;300000,00;2025-01-25;25 170;50 886;Заблокирована
CARD-100573;21.07.2025;партнёрская сеть;Классический;Сибирский;500 000;24.07.2025;67 451;205793.22;Активна
CARD-100727;06.07.2025;Партнёр;Кэшбэк-максимум;Центральный;100000,00;;0;0,00;Активна
CARD-101319;2025-07-09;Партнерская сеть;Зарплатный;Центральный;100 000;15.07.2025;50 074;130746.13;Активна
CARD-101082;2025-01-26;Мобильное приложение;Классический;Северо-Западный;100 000;2025-02-17;9618.44;23035.21;Активна
CARD-102131;2025-07-14;Веб-сайт;Классический;Северо-Западный;50 000;н/д;0;0,00;Заблокирована
CARD-100520;02.07.2025;Отделение ;Кэшбэк-максимум;Северо-Западный;50 000;21.07.2025;4118.29;8 693;Заблокирована
CARD-101255;02.06.2025;Веб-сайт;Премиальный;Центральный;50 000;;0,00;0,00;Активна
CARD-100611;12.05.2025;Мобильный банк;Премиальный;Северо-Западный;50000,00;2025-06-04;24 873;58 549;Активна
CARD-101693;2025-05-11;Отделение ;Зарплатный;Южный;500000.00;03.06.2025;135216,03;299 094;Активна
CARD-101313;10.07.2025;Отделение ;Классический;Центральный;100000,00;04.10.2025;;8 327;Активна
CARD-101928;01.02.2025;Отделение;Зарплатный;Южный;300000,00;н/д;0;;Активна
CARD-102236;2025-08-01;сайт банка;Классический;Сибирский;150 000;29.10.2025;;26938.22;Закрыта
CARD-102036;2025-05-15;МП;Зарплатный;Южный;150 000;2025-06-05;69617,23;144 679;Активна
CARD-100268;21.07.2025;Отделение ;Классический;Центральный;50 000;;0,00;0,00;Активна
CARD-102091;21.01.2025;МП;Кэшбэк-максимум;Приволжский;75000,00;25.01.2025;12 953;37519,86;активна
CARD-100212;18.05.2025;отделение;Зарплатный;Центральный;150000,00;05.06.2025;34248,38;103189,83;Заблокирована
CARD-102021;17.03.2025;партнёрская сеть;Кэшбэк-максимум;Сибирский;500000.00;2025-07-06;0;25 160;Активна
CARD-101951;24.07.2025;Партнёрская сеть;Премиальный;Северо-Западный;200000,00;26.07.2025;82713,47;176877,23;Активна
CARD-102138;15.01.2025;Офис банка;Классический;Сибирский;50 000;2025-02-10;7 707;23 208;активна
CARD-100089;2025-06-15;Сайт банка;Классический;Северо-Западный;200 000;н/д;0,00;;Активна
CARD-101581;2025-03-01;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;50 000;11.03.2025;4060.79;10887.33;Активна
CARD-101374;18.01.2025;Мобильное приложение;Классический;Приволжский;500 000;;;;активна
CARD-100347;19.01.2025;ОТДЕЛЕНИЕ;Классический;Сибирский;75000.00;06.02.2025;34 020;86534.01;Активна
CARD-100241;2025-07-05;Партнёрская сеть;Зарплатный;Южный;300 000;;0;;активна
CARD-102314;05.05.2025;сайт банка;Зарплатный;Северо-Западный;100 000;;0,00;0,00;Активна
CARD-101916;14.05.2025;Офис банка;Кэшбэк-максимум;Южный;500000,00;14.05.2025;94 847;224596,64;Заблокирована
CARD-101491;25.05.2025;МП;Классический;Южный;200000,00;;0;;Активна
CARD-100696;2025-01-25;Отделение ;Премиальный;Приволжский;300000.00;06.02.2025;128433,73;290 419;Активна
CARD-102134;19.01.2025;сайт банка;Зарплатный;Центральный;75 000;23.02.2025;;5 879;Активна
CARD-100972;24.01.2025;Веб-сайт;Кэшбэк-максимум;Центральный;500000,00;;0;0,00;Активна
CARD-101765;26.04.2025;Партнерская сеть;Классический;Центральный;500 000;н/д;;;Закрыта
CARD-100913;07.03.2025;Отделение;Классический;Центральный;500000,00;;0;0;Активна
CARD-101233;13.06.2025;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;150000.00;;0,00;0,00;Активна
CARD-101613;10.07.2025;ОТДЕЛЕНИЕ;Классический;Центральный;150000.00;н/д;0;0,00;Активна
CARD-100327;2025-02-02;Офис банка;Зарплатный;Сибирский;300 000;07.02.2025;42 643;131 222;Активна
CARD-102222;18.02.2025;Партнёр;Премиальный;Северо-Западный;200000,00;31.03.2025;0,00;37185,61;активна
CARD-100259;2025-04-14;ОТДЕЛЕНИЕ;Классический;Центральный;75 000;2025-04-26;18 703;42 408;Активна
CARD-100922;11.03.2025;мобильное приложение;Премиальный;Северо-Западный;100000.00;11.03.2025;32 754;95469.73;Активна
CARD-100740;2025-01-24;Партнерская сеть;Классический;Приволжский;75000.00;;0,00;0,00;Активна
CARD-101734;05.03.2025;Отделение ;Классический;Южный;75000,00;13.04.2025;;8756,04;Активна
CARD-100362;13.01.2025;мобильное приложение;Премиальный;Северо-Западный;200000,00;н/д;;0;активна
CARD-100427;2025-01-31;мобильное приложение;Классический;Центральный;100 000;20.02.2025;14411.17;46386,45;Активна
CARD-101683;18.05.2025;Отделение;Кэшбэк-максимум;Приволжский;75000,00;н/д;0,00;;Заблокирована
CARD-101182;26.04.2025;сайт банка;Кэшбэк-максимум;Приволжский;50000,00;10.05.2025;20350,40;60892,89;активна
CARD-100954;11.05.2025;Партнёрская сеть;Зарплатный;Северо-Западный;150000,00;2025-06-05;61 205;190 735;Активна
CARD-100650;17.03.2025;МП;Классический;Приволжский;300000.00;04.04.2025;48353,93;161527.29;Заблокирована
CARD-101397;16.07.2025;сайт банка;Классический;Сибирский;200000.00;2025-07-19;49612,06;146 568;Заблокирована
CARD-101095;09.02.2025;Сайт банка;Классический;Приволжский;75000,00;н/д;0;0,00;Активна
CARD-100143;16.07.2025;Партнерская сеть;Кэшбэк-максимум;Южный;50000,00;06.08.2025;16251,93;47847,67;Активна
CARD-100644;15.04.2025;сайт банка;Зарплатный;Южный;100 000;12.05.2025;43 991;135253.65;Заблокирована
CARD-102226;2025-03-19;Партнёрская сеть;Зарплатный;Южный;150000,00;;0;0;Заблокирована
CARD-101646;26.06.2025;МП;Классический;Северо-Западный;150000,00;24.07.2025;46024,55;96 242;Активна
CARD-100272;17.06.2025;отделение;Премиальный;Сибирский;100 000;29.06.2025;14505.29;35 338;Активна
CARD-102296;16.01.2025;Офис банка;Классический;Северо-Западный;500000,00;16.01.2025;244913.34;633032,23;Заблокирована
CARD-101085;29.06.2025;Офис банка;Классический;Северо-Западный;100000,00;2025-07-08;24929,86;51492,25;Активна
CARD-100822;05.07.2025;МП;Премиальный;Северо-Западный;75000.00;11.07.2025;30312,77;88 234;Активна
CARD-101346;19.03.2025;сайт банка;Классический;Центральный;150000,00;30.03.2025;57 095;132719,58;Активна
CARD-100864;2025-01-28;Партнёр;Классический;Центральный;150 000;;0;;Заблокирована
CARD-100307;14.04.2025;Отделение ;Классический;Южный;150 000;2025-05-06;59 559;115 978;активна
CARD-100692;04.03.2025;мобильное приложение;Классический;Сибирский;100000,00;30.03.2025;36777,14;73 407;активна
CARD-100036;07.03.2025;Мобильный банк;Зарплатный;Центральный;300000,00;2025-03-11;137617,93;407 850;Активна
CARD-101966;2025-05-19;сайт банка;Классический;Центральный;100000.00;27.05.2025;18 738;44980.61;Закрыта
CARD-100410;2025-07-08;Веб-сайт;Классический;Северо-Западный;300000,00;;0,00;;Активна
CARD-100359;08.02.2025;МП;Зарплатный;Приволжский;300000.00;2025-02-28;148883,65;255898,98;Активна
CARD-100795;07.04.2025;Партнерская сеть;Зарплатный;Южный;75000.00;;0;0,00;Активна
CARD-102349;2025-06-08;отделение;Зарплатный;Сибирский;75 000;11.06.2025;30 756;78427,14;Активна
CARD-101183;08.02.2025;Партнерская сеть;Премиальный;Приволжский;150 000;;;0,00;активна
CARD-101441;2025-03-26;Веб-сайт;Классический;Приволжский;100 000;02.04.2025;39042,55;70 205;Закрыта
CARD-101398;2025-01-25;Мобильный банк;Зарплатный;Южный;75 000;16.02.2025;22690.16;65 659;Активна
CARD-100882;03.05.2025;Офис банка;Классический;Центральный;150000,00;05.05.2025;69 885;142391,20;Заблокирована
CARD-100825;07.06.2025;ОТДЕЛЕНИЕ;Классический;Сибирский;300000,00;2025-06-18;61 693;128660.54;Активна
CARD-100024;16.01.2025;отделение;Кэшбэк-максимум;Центральный;150 000;;0,00;0;Активна
CARD-100132;14.03.2025;Отделение ;Премиальный;Северо-Западный;150000.00;16.03.2025;17 704;45923,14;Активна
CARD-102290;07.02.2025;Отделение ;Зарплатный;Южный;300 000;2025-02-26;112 398;270 750;Активна
CARD-101381;30.01.2025;МП;Кэшбэк-максимум;Приволжский;50000.00;;0,00;;Активна
CARD-101757;06.05.2025;ОТДЕЛЕНИЕ;Классический;Центральный;75000,00;2025-05-17;23878,28;75 462;Активна
CARD-101584;19.05.2025;Веб-сайт;Классический;Центральный;200 000;22.05.2025;108 361;248 136;Активна
CARD-101841;2025-07-07;Веб-сайт;Премиальный;Сибирский;100000.00;н/д;;;Активна
CARD-101805;28.02.2025;Партнёрская сеть;Классический;Сибирский;50 000;;;;Активна
CARD-100932;16.07.2025;Мобильный банк;Зарплатный;Приволжский;300000.00;21.07.2025;86602.14;151 467;Заблокирована
CARD-101408;15.04.2025;отделение;Зарплатный;Северо-Западный;500000.00;17.04.2025;121740.00;285626.10;Активна
CARD-100043;21.02.2025;партнёрская сеть;Классический;Приволжский;50000,00;;0,00;;Активна
CARD-101743;21.03.2025;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Южный;200000.00;;;;Активна
CARD-100807;01.04.2025;мобильное приложение;Зарплатный;Сибирский;100000,00;07.04.2025;24855,27;50736,76;Закрыта
CARD-102225;02.07.2025;Мобильный банк;Зарплатный;Северо-Западный;150 000;2025-07-11;57224,92;115 357;Активна
CARD-100400;18.01.2025;Сайт банка;Классический;Сибирский;150000.00;2025-01-30;31331,95;96 335;Закрыта
CARD-101051;03.03.2025;сайт банка;Классический;Сибирский;100000,00;29.04.2025;0,00;4 357;Активна
CARD-101917;2025-03-21;сайт банка;Зарплатный;Центральный;50 000;19.04.2025;17347,65;54 460;активна
CARD-101668;08.07.2025;Мобильный банк;Кэшбэк-максимум;Южный;100000.00;30.09.2025;0;10269.03;Активна
CARD-102386;12.03.2025;Отделение;Зарплатный;Сибирский;75 000;2025-04-05;17 650;44 784;Активна
CARD-102371;12.07.2025;Партнёрская сеть;Классический;Сибирский;75000,00;;;0;Активна
CARD-100073;2025-06-26;Веб-сайт;Кэшбэк-максимум;Южный;500000,00;;;;Заблокирована
CARD-102072;2025-06-27;Партнёрская сеть;Классический;Центральный;75000,00;н/д;0,00;0,00;Активна
CARD-101644;30.05.2025;мобильное приложение;Классический;Южный;150000,00;06.06.2025;15225.68;30 251;Закрыта
CARD-100566;15.06.2025;Мобильное приложение;Премиальный;Южный;200000.00;2025-07-13;32 311;69339,45;Активна
CARD-100793;16.02.2025;МП;Премиальный;Приволжский;75000,00;2025-04-04;0;12437.24;Активна
CARD-100385;23.07.2025;Мобильное приложение;Зарплатный;Приволжский;500 000;10.08.2025;256128.92;800549.43;Активна
CARD-101454;2025-06-21;ОТДЕЛЕНИЕ;Зарплатный;Северо-Западный;500000,00;2025-07-14;47 859;82 157;Активна
CARD-101128;2025-02-05;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;75 000;28.02.2025;18242.92;51699.64;Активна
CARD-100995;2025-06-30;Сайт банка;Премиальный;Центральный;150000,00;21.07.2025;47298.19;138 005;активна
CARD-100097;07.07.2025;ОТДЕЛЕНИЕ;Зарплатный;Сибирский;150000,00;2025-07-13;51161.45;122 219;Активна
